137.020273497  92.8158297149
144.048302363  89.8036971638
150.070324104  87.7972913171
156.088840594  86.7978740651
163.106353706  86.8067072984
161.087328955  90.8321378966
157.063300457  94.8550447139
153.035766708  99.8849401259
148.009236337  103.906585053
143.981702588  108.936480465
138.955172217  112.958125392
135.930140341  117.989282694
130.903609971  122.010927621
126.879581473  126.033834438
122.852047724  131.06372985
118.824513975  136.093625262
114.800485477  140.11653208
110.769446477  146.153416086
106.745417979  150.176322904
152.061306845  91.8277694771
147.034776475  95.849414404
143.003737474  101.886298411
141.016259984  96.8488316559
132.996245  96.8387365322
127.969714629  100.860381459
123.945686131  104.883288276
119.918152382  109.913183688
115.890618633  114.9430791
110.860583011  119.971712622
105.830547389  125.000346144
110.839551503  126.013644191
115.869587125  120.985010669
121.905629872  114.950650443
126.928654991  111.935994111
135.961687603  108.926385341
130.95618874  106.906098699
136.985220984  102.885715663
132.978718743  101.873679506
129.925644857  114.960745567
124.899114486  118.982390494
121.877587861  123.006559202
114.842548493  128.032668942
118.856061237  127.030727909
113.819015112  134.07333862
109.812512871  133.061302464
109.78447086  141.117211222
106.787480995  138.092459766
104.800003505  133.054993011
102.809020764  129.024514851
98.7814870152  134.054410263
94.7539532662  139.084305675
100.765459254  140.098865613
103.758943868  144.130605664
101.711877106  156.21194502
99.7279048675  150.16748967
97.7369221265  146.13701151
92.7279180122  145.123713463
87.7119033953  146.124392606
82.6818677732  151.153026127
89.699380885  151.161859361
96.7239044994  149.156715404
94.6943639941  156.203111787
97.6843433569  161.241840432
85.671847136  156.191754773
88.6688370014  159.216506228
91.6588163643  164.255234874
93.646293854  169.292701629
88.6162582319  174.32133515
86.6287807421  169.283868395
84.6342927498  166.26037883
84.6413032524  164.24640164
78.6473235216  158.196898729
78.6262920137  164.238830298
73.6172878994  163.225532251
68.583747026  169.261154367
74.5882425108  172.289691494
83.6142646202  171.294059914
77.5992533815  171.286488571
78.5842289981  176.322693435
84.5922297342  178.344241967
79.5621941121  183.372875489
70.5642140131  176.312598311
73.5506881246  182.358315551
64.5492027744  176.305026969
65.534178391  181.341231833
59.5051461471  185.361614869
65.5201573858  185.369186212
69.526659627  186.381222369
73.5261513655  189.407235715
77.5396641093  188.405294682
72.4991127333  196.454893988
65.4500523597  205.508958108
69.4740808574  201.486051291
68.4961157434  194.435869237
60.4761007584  194.425774113
61.461076375  199.461978977
65.5026311293  190.404129186
65.4675786162  200.474015134
55.4776123981  190.391510281
59.5191671523  181.33366049
50.4440715247  196.427132398
56.4555775121  197.441692335
51.4185313873  204.484303047
55.4145178746  208.517304988
55.4320441311  203.482362014
59.4245253671  208.522352549
62.4145047299  213.561081195
46.409527273  203.471004999
45.3754781382  212.532640462
50.3879875038  212.538949914
46.3920010165  208.505947973
42.3504462623  217.563797765
42.3259095032  224.612717928
44.302871239  232.671150467
48.2883419723  239.725118193
47.3384188688  224.61902738
54.3734582371  219.59291764
47.3594503766  218.577095812
56.3924829886  215.567487042
60.3884694758  219.600488983
51.3309001047  229.659017916
52.3439177318  226.639314022
59.3614308436  226.648147256
53.3113670918  236.710461861
54.2893322058  243.760643915
59.2913258175  246.787919151
66.3193546832  243.7757866
74.3393696682  243.785881724
58.3273817087  235.709782718
64.3529087013  232.696388277
42.311888498  228.640672307
43.279337858  238.711820146
39.3008776273  229.643875231
65.4290208519  211.550889677
61.3734450924  224.636693847
58.3519184679  228.660862555
62.3268734473  238.735796064
67.3534038181  234.714151138
70.3468884322  238.745891188
76.3724154249  235.732496747
78.3598929146  240.769963502
82.3839214123  236.747056684
83.3653917776  242.790250143
88.4094484049  233.733662243
88.3919221484  238.768605217
94.4069333871  238.77617656
95.4269615167  233.742495476
100.435965631  234.755793523
102.462000885  228.716385735
106.454482121  233.756376271
112.483514365  229.735993235
109.490029751  225.704253184
115.515556743  222.690858743
116.504037611  226.720075012
121.541083736  219.677464301
126.567614107  215.655819374
132.596646351  211.635436338
138.629183846  206.608064707
143.655714217  202.58641978
149.688251712  197.559048149
155.720789207  192.531676518
159.751828208  186.494792511
163.782867208  180.457908504
168.81290283  175.429274983
174.845440325  170.401903351
180.863956815  169.402486099
189.893484176  167.399865924
185.87296093  170.415784147
183.850430927  175.44820334
179.822897178  180.478098752
174.789356304  186.513720868
175.830415942  175.438108216
179.843928686  174.436167183
171.792366439  183.488969412
171.799376942  181.474992223
166.762330817  188.517602934
168.753313558  192.548081094
171.757313926  193.55885536
162.724281314  196.56846413
154.686740072  201.593311981
122.526059353  224.713669166
128.551586345  221.700274724
134.580618589  217.679891688
140.613156084  212.652520057
146.638683077  209.639125615
150.662711575  205.616218798
160.16194261  68.6771269208
165.181462478  66.6694591835
172.202480842  65.671303822
179.230509707  62.659171271
186.262043824  58.6400501251
190.282567071  55.6241319026
197.317606439  50.598022162
201.341634937  46.5751153447
205.362158183  43.5591971222
201.359161193  41.5401723707
193.335640957  42.5370658418
186.311117343  44.5422097981
180.28559035  47.5556042396
177.264063725  51.5797729473
173.240035228  55.6026797646
169.219511981  58.6185979871
166.201490608  61.6357781001
176.237025093  58.6274312204
182.269562588  53.6000595893
189.297591454  50.5879270382
193.318114701  47.5720088157
207.377677683  40.5407551188
114.428928839  246.857323127
121.449947202  245.859167766
128.474470817  243.854023809
119.458964461  241.828689606
122.480491086  237.804520898
126.511530086  231.767636891
130.535558584  227.744730074
134.503503061  239.833640773
138.53103681  234.803745361
143.55756718  230.782100434
148.591108054  224.746478318
152.6116313  221.730560095
158.647674047  215.696199869
163.674204417  211.674554943
167.698232915  207.651648125
172.724763286  203.630003199
177.751293657  199.608358272
185.781824396  196.597487611
190.808354766  192.575842684
126.494003829  236.802579865
134.531545071  231.777732015
139.575601698  222.721144114
145.604633942  218.700761078
152.643178562  212.667662742
158.672210806  208.647279706
163.695235925  205.632623374
168.735787301  197.583024068
157.708266697  197.569143273
162.745312822  190.526532562
180.776325533  194.577200969
186.812368279  188.542840743
274.965933339  207.786670406
274.94139658  214.835590569
270.917368082  218.858497386
266.893339584  222.881404204
262.876321589  224.890333831
255.844787472  228.909454977
252.83027135  230.919646495
244.79623536  234.937505751
235.759697497  238.954103116
225.724163012  241.962449995
215.688628527  244.970796875
204.661107922  244.95691608
199.666124813  239.915663654
198.695170202  230.85150441
203.735721578  222.801905104
209.782280078  213.746579094
215.825333327  205.698241678
221.871891828  196.642915668
227.914945077  188.594578253
232.951991202  181.551967541
227.953502841  177.51770371
219.922972103  180.52857437
210.886434239  184.545171735
200.854405005  186.54653002
195.831379886  189.561186352
208.881430493  184.542647954
212.901953739  181.526729732
193.843902396  184.523719597
203.879436881  181.515372718
210.907465747  178.503240167
215.933996118  174.48159524
225.973035854  170.466259765
230.989050471  169.465580623
235.006068466  167.456650995
242.027086829  166.458495634
246.037094322  166.463543196
250.043596563  167.475579352
254.036077799  172.515569888
254.022056794  176.543524267
244.971497925  184.588076011
240.936953674  191.631948613
250.997024918  181.57468157
244.95747692  188.616030391
235.98403358  174.506833049
239.98703057  176.525857801
242.009560573  171.493438608
247.004543682  176.534691034
219.954519364  171.465677017
206.904468757  176.484215415
236.944472438  186.591958077
240.964995684  183.576039855
232.927454443  188.600887705
229.898917316  194.639033602
233.905419557  195.651069759
238.907413168  198.678344996
231.875879051  202.697466141
224.865376442  200.674655719
219.817814563  210.738232214
225.843341556  207.724837773
219.838846071  204.696300645
215.786775563  216.775116221
220.795779677  217.788414268
226.82130667  214.775019827
230.85234567  208.73813582
198.863422264  182.51605186
207.756244824  219.785986882
215.762238804  223.824036385
210.739213685  226.838692717
206.715185187  230.861599534
204.717191943  228.845098563
204.689149933  236.901007322
212.698649164  239.93206823
218.720670905  237.925662383
215.734196794  231.879945143
221.74219753  233.901493675
227.753703517  234.916053613
235.777223753  233.919160142
240.779217365  236.946435379
210.679624412  243.957498828
242.80875787  229.900038996
247.83178299  226.885382664
255.86581898  222.867523409
263.89985497  218.849664153
268.933395844  212.814042037
230.740177629  240.961770853
219.698636019  244.975844437
210.802308208  208.71289801
287.016987324  201.759881523
288.037015454  196.726200439
290.059545457  191.693781246
293.060040573  193.711544107
295.09308633  185.65815913
302.124620447  181.639037984
305.146147072  177.614869276
310.172677442  173.593224349
